date,text,user
2019-09-13 05:06:42+00:00,"wouldnt have a problem with them if they werent obsessed with ruining the lives of far less fortunate people in their inexplicable misery. in their insatiable greed and selfishness they seemingly cant be content with any amount, or spend the excess for global common good. ",stickhandler9
2019-09-12 15:51:42+00:00,"dr. staley: “undertaking a campaign for , it is critical for us to think of malaria as a global common good.”",PMIgov
2019-09-12 14:08:12+00:00,"seeking asylum is a human right. (see article 14 of the universal declaration of human rights.) this is among the most important moral obligations for the global common good. denying asylum is like signing a death warrant for people fleeing extortion, violence, and death threats. ",marcusmescher
2019-09-11 12:11:22+00:00,the latest from the inspirational @drjohnapatters1 @stvincentsl12 is always gong to be worth a look - exceptional work with and for our most vulnerable pupils. catholic education serving the global common good. @berniehollywood @dfid_uk @sightboxuk,friel_raymond
2019-09-11 00:49:32+00:00,"“in this context, moving away from sterile debates setting national sovereignty against a “global common good” seems essential” ",MarcBrightman
2019-09-08 03:04:30+00:00,@pontifex you said global common good. see zero carbon fuel made by combining nitrogen in air and hydrogen in water to make nh3 ammonia fuel for less than 30 cents a litre. grid electric 10 cents /kwhr.and it reverses climate change. silenced.,siobhanbad
2019-09-05 01:01:14+00:00,"this is how you promote socialism on a global scale. nations are bad, all must submit to the global common good. ",angusparvo
2019-08-30 08:33:03+00:00,@michaelschratz empfiehlt zwei unesco-publikationen: rethinking education: towards a global common good? education as a public and common good: reframing the governance of education in a changing context ,joeranDE
2019-08-30 02:44:11+00:00,engaging speakers @apru_scl focused on inquisitive collaboration and impact for global common good! thank you to our welcoming hosts @unswbuiltenv,ArchikidzSyd
2019-08-26 11:20:52+00:00,trumps threatening to prevent us companies from doing business in china is a horrifying prospect that would harm the global common good ,KatieMGrimes
2019-08-26 07:24:33+00:00,the rise in nationalism makes international negotiation and the protection of the global common good really difficult. amazon fires: can international pressure help put them out?,ArtsOfExistence
2019-08-24 17:09:56+00:00,"natural heritage is global common good and large parts of the are inscribed as @unesco . when lungs of the planet are on fire, we are all concerned mobilized. see joint statement by @un brazil",AAzoulay
2019-08-24 03:10:02+00:00,à qui appartient vraiment la forêt amazonienne? au monde entier (parce qu’il s’agit d’un “global common good” dans le contexte de la régulation de l’écosystème global)? au gouvernement actuel à brasilia? ou encore au peuple indigène qui a toujours vécu dans la forêt?,jeroencooreman
2019-08-23 13:55:25+00:00,easy solution: support the global common good.,SolidarityRev
2019-08-06 09:03:23+00:00,"internationalization of univs?! in this time of increasing polarisation and nationalism, universities need to embrace new ways of ‘being’ international, that put human values and the global common good at the heart of internationalisation, and focus on... ",Hasan_Amca_
2019-08-01 15:00:03+00:00,"“we’re at a pivotal moment in our country’s history where we either maintain our values as a safe haven for those who are oppressed, or we become a different country which places an emphasis on nationalism over the global common good"" - archbishop wester ",mbayer1248
2019-08-01 14:09:10+00:00,"“we’re at a pivotal moment in our country’s history where we either maintain our values as a safe haven for those who are oppressed, or we become a different country which places an emphasis on nationalism over the global common good,” said @abjohncwester. ",carolmaczim
2019-07-30 14:43:43+00:00,no us or china higher education winners in trade wars which could hobble academic and scientific interdependency that contributes to the global common good - commentary by gerard postiglione ,uniworldnews
2019-07-29 17:27:06+00:00,i wonder if internationalization of he can be assumed as a ‘global common good ‘ for developing countries in the south which do not have capacity for reciprocal exchanges. internationalization turns them into mere consumers of the practices originating in the north. ,hakeusafzai
2019-07-29 12:26:57+00:00,"towards new ways of becoming and being international, putting human values and global common good first. via @uniworldnews",Nuffic
2019-07-29 09:21:53+00:00,"debating the and at @unesco headquarters, paris today. see 2015 unesco report rethinking education:a global common good?",shafikai
2019-07-28 15:47:18+00:00,"would you hit enter? if you could create an a.i. that continually shifts all our desires needs and wants in a direction toward a global common good, would you hit enter? ",rogue_node
